1	0.5
2	0.25
3	0.125
4	0.0625
5	0.03125
6	0.015625
7	0.0078125
8	0.00390625
9	0.00195313
10	0.000976563
11	0.000488281
12	0.000244141
13	0.00012207
14	6.10352e-05
15	3.05176e-05
16	1.52588e-05
17	7.62939e-06
18	3.8147e-06
19	1.90735e-06
20	9.53674e-07
21	4.76837e-07
22	2.38419e-07
23	1.19209e-07
24	5.96046e-08
25	2.98023e-08
26	1.49012e-08
27	7.45058e-09
28	3.72529e-09
29	1.86265e-09
30	9.31323e-10
31	4.65661e-10
32	2.32831e-10
33	1.16415e-10
34	5.82077e-11
35	2.91038e-11
36	1.45519e-11
37	7.27596e-12
38	3.63798e-12
39	1.81899e-12
40	9.09495e-13
41	4.54747e-13
42	2.27374e-13
43	1.13687e-13
44	5.68434e-14
45	2.84217e-14
46	1.42109e-14
47	7.10543e-15
48	3.55271e-15
49	1.77636e-15
50	8.88178e-16
51	4.44089e-16
52	2.22045e-16
53	1.11022e-16
54	5.55112e-17
55	2.77556e-17
56	1.38778e-17
57	6.93889e-18
58	3.46945e-18
59	1.73472e-18
60	8.67362e-19
61	4.33681e-19
62	2.1684e-19
63	1.0842e-19
64	5.42101e-20
65	2.71051e-20
66	1.35525e-20
67	6.77626e-21
68	3.38813e-21
69	1.69407e-21
70	8.47033e-22
71	4.23516e-22
72	2.11758e-22
73	1.05879e-22
74	5.29396e-23
75	2.64698e-23
76	1.32349e-23
77	6.61744e-24
78	3.30872e-24
79	1.65436e-24
80	8.27181e-25
81	4.1359e-25
82	2.06795e-25
83	1.03398e-25
84	5.16988e-26
85	2.58494e-26
86	1.29247e-26
87	6.46235e-27
88	3.23117e-27
89	1.61559e-27
90	8.07794e-28
91	4.03897e-28
92	2.01948e-28
93	1.00974e-28
94	5.04871e-29
95	2.52435e-29
96	1.26218e-29
97	6.31089e-30
98	3.15544e-30
99	1.57772e-30
100	1.57772e-30
101	7.88861e-31

1	0.192776
2	0.0963878
3	0.0642585
4	0.0481939
5	0.0385551
6	0.0321293
7	0.0275394
8	0.024097
9	0.0214195
10	0.0192776
11	0.0175251
12	0.0160646
13	0.0148289
14	0.0137697
15	0.0128517
16	0.0120485
17	0.0113397
18	0.0107098
19	0.0101461
20	0.00963878
21	0.00917979
22	0.00876253
23	0.00838155
24	0.00803232
25	0.00771103
26	0.00741445
27	0.00713984
28	0.00688484
29	0.00664744
30	0.00642585
31	0.00621857
32	0.00602424
33	0.00584169
34	0.00566987
35	0.00550788
36	0.00535488
37	0.00521015
38	0.00507304
39	0.00494297
40	0.00481939
41	0.00470184
42	0.0045899
43	0.00448315
44	0.00438126
45	0.0042839
46	0.00419077
47	0.00410161
48	0.00401616
49	0.0039342
50	0.00385551
51	0.00377991
52	0.00370722
53	0.00363728
54	0.00356992
55	0.00350501
56	0.00344242
57	0.00338203
58	0.00332372
59	0.00326738
60	0.00321293
61	0.00316026
62	0.00310928
63	0.00305993
64	0.00301212
65	0.00296578
66	0.00292084
67	0.00287725
68	0.00283494
69	0.00279385
70	0.00275394
71	0.00271515
72	0.00267744
73	0.00264076
74	0.00260508
75	0.00257034
76	0.00253652
77	0.00250358
78	0.00247148
79	0.0024402
80	0.0024097
81	0.00237995
82	0.00235092
83	0.0023226
84	0.00229495
85	0.00226795
86	0.00224158
87	0.00221581
88	0.00219063
89	0.00216602
90	0.00214195
91	0.00211841
92	0.00209539
93	0.00207286
94	0.0020508
95	0.00202922
96	0.00200808
97	0.00198738
98	0.0019671
99	0.00194723
100	0.00192776
101	0.00190867
